,Company,Brand,Appliance,Energy Consumption,SKU
381,Smeg Group S.p.A,Bertazzoni,Freezer,0,SKU-12930
382,Whirlpool Corporation,Estate,Toaster,,SKU-12995
383,Home Retail Group plc / J Sainsbury plc,Bush,Refrigerator,475W,9234
384,Whirlpool Corporation,Gladiator GarageWorks,Refrigerator,,SKU-53139
385,Candy Group,Iberna,Dryer,400W,SKU-20807
386,Whirlpool Corporation,Gladiator GarageWorks,Kettle,,SKU-29908
387,Whirlpool Corporatio,Ariston,Dish Washer,200,SKU-18163
388,Whirlpool Corporation,Roper,Refrigerator,0,SKU-47692
389,AB Electrolux / Investor AB,Fensa,Dryer,425W,SKU-20175
390,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Washer,,SKU-81443
391,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Dryer,,SKU-74086
392,Whirlpool Corporation,Roper,Kettle,300W,SKU-71049
393,Whirlpool Corporation,Indesit Company,Washer,0,SKU-8878
394,AB Electrolux / Investor A,Chef,Washer,300W,SKU-3909
395,Arçelik A.Ş. / Koç Holding,Flavel,Kettle,250W,SKU-83929
396,AB Electrolux / Investor AB,Gafa,Stove,400W,SKU-97698
397,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Washer,250W,SKU-90829
398,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Dish Washer,415,SKU-28651
399,AB Electrolux / Investor AB,White-Westinghouse,Washer,415,SKU-56253
400,Whirlpool Corporation,Roper,Freezer,,SKU-7548
401,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Refrigerator,325W,SKU-49538
402,Currys / Dixons Carphone plc,Logik,Kettle,,SKU-91337
403,Arçelik A.Ş. / Koç Holding,Defy,Dryer,250W,SKU-97325
404,Whirlpool Corporation,Gladiator GarageWorks,Washer,300W,SKU-72959
405,Arçelik A.Ş. / Koç Holding,Arçelik,Dish Washer,,SKU-99421
406,AB Electrolux / Investor AB,Simpson,Dryer,0,SKU-53869
407,"Hotpoint, Whirlpool Corporation",Hotpoint,Refrigerator,200,SKU-5603
408,De’Longhi S.p.A,DeLonghi,Toaster,325W,SKU-93491
409,Candy Group,Hoover,Stove,,SKU-97958
410,Liebherr Group,Liebherr,Kettle,200,SKU-80201
411,AB Electrolux / Investor AB,Mademsa,Washer,,SKU-66915
412,Whirlpool Corporation,Consul,Washer,400W,SKU-37758
413,Home Retail Group plc / J Sainsbury plc,Bush,Kettle,,SKU-24733
414,The Middleby Corporation,La Cornue,Freezer,0,SKU-20940
415,Candy Group,Candy,Toaster,250W,SKU-10384
416,AB Electrolux / Investor A,Chef,Kettle,325W,SKU-90515
417,Candy Group,Jinling,Toaster,0,SKU-12452
418,Smeg Group S.p.A,Smeg,Dryer,400W,SKU-41059
419,Arçelik A.Ş. / Koç Holding,Grundig,Stove,0,SKU-60329
420,GlenDimplex,Faber,Dish Washer,0,SKU-16220
421,AB Electrolux / Investor AB,Dishlex,Dish Washer,,SKU-6208
422,Whirlpool Corporation,Roper,Washer,120W,SKU-46873
423,Mondragon Corporation,Brandt,Refrigerator,425W,SKU-32387
424,Whirlpool Corporation,Maytag,Dish Washer,0,SKU-33399
425,GlenDimplex,Stoves,Dryer,250W,SKU-55795
426,Amica Wronki S.A,Amica,Toaster,,SKU-77789
427,Arçelik A.Ş. / Koç Holding,Grundig,Kettle,425W,SKU-99045
428,The Meyer Corporatio,Hestan,Dryer,415,SKU-89291
429,Whirlpool Corporation,Amana,Toaster,0,SKU-13046
430,Fnac,ProLine,Refrigerator,0,SKU--64820
431,GlenDimplex,New World,Toaster,300W,SKU-5283
432,"Indesit Company, Whirlpool Corporation",Scholtès,Refrigerator,0,SKU-98432
433,AB Electrolux / Investor AB,FAure,Dryer,,SKU-39896
434,GlenDimplex,Technika,Dish Washer,500W,SKU-32169
435,Whirlpool Corporation,Roper,Washer,400W,SKU-78573
436,"Hotpoint, Whirlpool Corporation",Hotpoint,Washer,,SKU-5799
437,Smeg Group S.p.A,Smeg,Toaster,0,SKU-68423
438,AB Electrolux / Investor A,Frigidaire,Kettle,,SKU-52157
439,Whirlpool Corporation,Admiral,Toaster,250W,SKU-21275
440,GlenDimplex,Valor,Dryer,500W,SKU-97148
441,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Washer,,SKU-25431
442,Whirlpool Corporatio,Ariston,Washer,,SKU-50966
443,Whirlpool Corporation,Diqua,Toaster,300W,SKU-32956
444,Whirlpool Corporation,Indesit Company,Washer,425W,SKU-98081
445,AB Electrolux / Investor AB,FAure,Refrigerator,200,SKU-82792
446,AB Electrolux / Investor AB,Dometic,Toaster,500W,SKU-32724
447,Candy Group,Iberna,Kettle,300W,SKU-52495
448,GlenDimplex,Britannia,Freezer,,SKU-38362
449,Currys / Dixons Carphone plc,Logik,Refrigerator,200,SKU-26101
450,IKEA,IKEA,Stove,,SKU-42129
451,AB Electrolux / Investor AB,Atlas,Kettle,0,SKU-32001
452,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Toaster,,SKU-98675
453,Candy Group,Candy,Dish Washer,425W,SKU-27429
454,Whirlpool Corporation,Admiral,Toaster,425W,SKU-73313
455,AB Electrolux / Investor AB,Alpeninox,Kettle,325W,SKU-42857
456,AB Electrolux / Investor AB,Alpeninox,Stove,475W,SKU-41605
457,GlenDimplex,Valor,Washer,,SKU-77452
458,Whirlpool Corporation,Jenn-Air,Freezer,0,SKU-17215
459,Gorenje,Mora,Stove,0,SKU-61427
460,"Sub-Zero Group, Inc",Wolf,Freezer,0,SKU-83020
461,AB Electrolux / Investor AB,REX-Electrolux,Kettle,0,SKU-30048
462,AGA Rangemaster Group Ltd. The Middleby Corporation,AGA / Rangemaster,Kettle,300W,SKU-26040
463,Whirlpool Corporation,Estate,Refrigerator,200,SKU-41439
464,AB Electrolux / Investor AB,Voss,Refrigerator,,SKU-32629
465,GlenDimple,Belling,Kettle,200,SKU-15531
466,AB Electrolux / Investor AB,AEG,Dish Washer,0,SKU-66072
467,Candy Group,Iberna,Dish Washer,0,SKU-68610
468,Home Retail Group plc / J Sainsbury plc,Bush,Washer,0,SKU-13713
469,AB Electrolux / Investor AB,Anova,Stove,,SKU-6776
470,GlenDimplex,Dimplex,Dryer,325W,SKU-30405
471,Gorenje,Pelgrim,Freezer,250W,SKU-35191
472,AB Electrolux / Investor AB,Zanker,Kettle,415,SKU-77044
473,BSH Hausgeräte GmbH / Robert Bosch GmbH,Siemens,Kettle,200,SKU-33490
474,Miele & Cie. KG,Miele,Washer,,SKU-84161
475,Asko Appliances AB / Gorenje,Asko,Kettle,120W,SKU-70951
476,AB Electrolux / Investor AB,Dometic,Stove,,SKU-99786
477,The Middleby Corporation,Marvel,Kettle,,SKU-13404
478,Candy Group,Süsler,Toaster,500W,SKU-17665
479,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Kettle,,SKU-36022
480,BSH Hausgeräte GmbH / Robert Bosch GmbH,Viva,Toaster,,SKU-53022
481,IKEA,IKEA,Washer,250W,SKU-27431
482,AB Electrolux / Investor AB,Olympic Group,Refrigerator,,SKU-33669
483,Amica Wronki S.A,Amica,Dryer,0,SKU-29044
484,Whirlpool Corporation,Jenn-Air,Kettle,,SKU-18272
485,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Washer,,SKU-58353
486,Gorenje,Körting,Toaster,120W,SKU-89711
487,GlenDimplex,Britannia,Kettle,0,SKU-38345
488,Candy Group,Baumatic,Freezer,415,SKU-24283
489,Whirlpool Corporation,Whirlpool,Toaster,300W,SKU-52254
490,Montpellier Domestic Appliances Ltd,Montpellier,Kettle,475W,SKU-13774
491,Mondragon Corporation,Fagor,Refrigerator,250W,SKU-31557
492,Whirlpool Corporation,Consul,Stove,475W,SKU-18582
493,AB Electrolux / Investor AB,Kelvinator,Dryer,0,SKU-22879
494,Mondragon Corporation,Brandt,Refrigerator,0,SKU-1976
495,GlenDimplex,Cadet,Washer,325W,SKU-79265
496,Whirlpool Corporation,KitchenAid India,Freezer,0,SKU-99893
497,AB Electrolux / Investor A,Chef,Freezer,0,SKU-70985
498,Verzinkerei Zug LtdV-ZUG Ltd,V-ZUG,Stove,325W,SKU-40476
499,AB Electrolux / Investor AB,Electrolux,Toaster,0,SKU-1715
500,Whirlpool Corporation,Inglis,Kettle,0,SKU-23435
501,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Dish Washer,,SKU-51236
502,Whirlpool Corporation,Indesit Company,Toaster,400W,SKU-42159
503,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Dryer,0,SKU-94569
504,Candy Group,Süsler,Freezer,400W,SKU-56910
505,Fnac,ProLine,Freezer,0,SKU-23881
506,De’Longhi S.p.A,DeLonghi,Toaster,0,SKU-32302
507,Arçelik A.Ş. / Koç Holding,Dawlance,Stove,0,SKU-65003
508,Meneghetti S.p.A,Fulgor Milano,Dryer,120W,SKU-76826
509,Arçelik A.Ş. / Koç Holdin,Arstil,Freezer,325W,SKU-1500
510,Fnac,ProLine,Toaster,,SKU-47774
511,Arçelik A.Ş. / Koç Holding,Flavel,Kettle,475W,SKU49791
512,Montpellier Domestic Appliances Ltd,Montpellier,Refrigerator,0,SKU-89758
513,BSH Hausgeräte GmbH / Robert Bosch GmbH,Zelmer,Dryer,,SKU-99083
514,Whirlpool Corporation,Admiral,Freezer,200,SKU-47363
515,AB Electrolux / Investor AB,Fensa,Toaster,475W,SKU-55563
516,AB Electrolux / Investor AB,Westinghouse,Toaster,0,SKU-3963
517,Viking Range Corporation / The Middleby Corporation,Viking,Dish Washer,500W,SKU-57323
518,AB Electrolux / Investor AB,Kelvinator,Freezer,0,SKU-71348
519,AB Electrolux / Investor AB,Olympic Group,Toaster,300W,SKU--93509
520,GlenDimplex,Technika,Refrigerator,475W,SKU-8973
521,AB Electrolux / Investor AB,Elektro Helios,Washer,0,SKU-27706
522,AB Electrolux / Investor AB,Somela,Toaster,415,SKU-7540
523,"Indesit Company, Whirlpool Corporation",Termogamma,Refrigerator,,SKU-18498
524,Whirlpool Corporation,Indesit Company,Dryer,300W,SKU-19615
525,Currys / Dixons Carphone plc,Logik,Freezer,,SKU-77031
526,"Sub-Zero Group, Inc",Sub-Zero,Freezer,0,SKU-39774
527,AB Electrolux / Investor AB,Kelvinator,Dish Washer,250W,SKU-14023
528,Hisense Kelon Electrical Holdings Ltd. / Hisense Group,Kelon (科龙),Stove,500W,SKU-71951
529,GlenDimplex,Creda,Refrigerator,,SKU-91013
530,AB Electrolux / Investor AB,Prosdócimo,Dryer,475W,SKU-32385
531,Whirlpool Corporation,KitchenAid India,Kettle,0,SKU-5228
532,Fhiaba S.r.l,Fhibia,Refrigerator,120W,SKU-6850
533,AB Electrolux / Investor A,Chef,Freezer,200,SKU-64989
534,GlenDimplex,Dimplex,Freezer,0,SKU-84744
535,"Sub-Zero Group, Inc",Sub-Zero,Dish Washer,,SKU-19440
536,GlenDimplex,Stoves,Kettle,500W,SKU-50193
537,Whirlpool Corporation,Diqua,Dish Washer,325W,SKU-9100
538,AB Electrolux / Investor A,Chef,Kettle,250W,SKU-68916
539,Candy Group,Süsler,Kettle,0,SKU-94963
540,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Toaster,120W,SKU-72517
541,De’Longhi S.p.A,DeLonghi,Kettle,325W,SKU-75258
542,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Refrigerator,325W,SKU-86632
543,"Sub-Zero Group, Inc",Wolf,Dish Washer,,SKU-23198
544,AB Electrolux / Investor AB,Mademsa,Kettle,400W,SKU-65367
545,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Servis,Dish Washer,0,SKU-84658
546,BSH Hausgeräte GmbH / Robert Bosch GmbH,Zelmer,Refrigerator,300W,SKU-11504
547,Arçelik A.Ş. / Koç Holding,Leisure,Stove,325W,SKU-54817
548,Montpellier Domestic Appliances Ltd,Montpellier,Dish Washer,250W,SKU-31789
549,AB Electrolux / Investor AB,Castor,Washer,0,SKU-20842
550,AB Electrolux / Investor AB,Castor,Toaster,425W,SKU-65628
551,Arçelik A.Ş. / Koç Holding,Grundig,Washer,0,SKU-91461
552,John Lewis Partnership,John Lewis,Stove,0,SKU-46325
553,Whirlpool Corporation,Maytag,Kettle,425W,SKU-50965
554,Arçelik A.Ş. / Koç Holdin,Beko,Dish Washer,415,SKU-19466
555,AB Electrolux / Investor AB,Somela,Refrigerator,425W,SKU-59051
556,GlenDimplex,Stoves,Refrigerator,200,SKU-91048
557,Whirlpool Corporation,Whirlpool,Washer,,SKU-38618
558,Arçelik A.Ş. / Koç Holding,Arctic,Kettle,500W,SKU-28949
559,Candy Group,Vyatka,Dryer,,SKU-64570
560,Montpellier Domestic Appliances Ltd,Montpellier,Freezer,425W,SKU-41175
561,AGA Rangemaster Group Ltd. The Middleby Corporation,AGA / Rangemaster,Dish Washer,300W,82310
562,Whirlpool Corporation,Privileg,Stove,425W,SKU-39665
563,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Stove,,SKU-78851
564,Arçelik A.Ş. / Koç Holdin,Beko,Kettle,200,SKU-4626
565,Mondragon Corporation,Brandt,Washer,0,SKU-64743
566,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Toaster,500W,SKU-71250
567,Liebherr Group,Liebherr,Stove,,SKU-6427
568,AB Electrolux / Investor A,Frigidaire,Refrigerator,120W,SKU-57666
569,GlenDimplex,New World,Toaster,200,SKU-55380
570,Mondragon Corporation,Mastercook,Washer,415,SKU-70139
571,Currys / Dixons Carphone plc,Logik,Dryer,300W,SKU-49588
572,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Washer,,SKU-77525
573,Arçelik A.Ş. / Koç Holding,Dawlance,Freezer,0,SKU-23190
574,Whirlpool Corporation,Consul,Washer,475W,SKU-96661
575,Mondragon Corporation,Mastercook,Toaster,200,SKU-32723
576,Arçelik A.Ş. / Koç Holdin,Beko,Refrigerator,0,SKU-12307
577,AB Electrolux / Investor AB,Tricity Bendix,Kettle,300W,SKU-6333
578,AB Electrolux / Investor AB,Voss,Kettle,,SKU-56301
579,AB Electrolux / Investor AB,Zanker,Washer,120W,SKU-42300
580,BSH Hausgeräte GmbH / Robert Bosch GmbH,ufesa,Toaster,300W,SKU-11606
581,AB Electrolux / Investor AB,Atlas,Toaster,120W,SKU-86737
582,GlenDimplex,Nobo,Stove,120W,SKU-44148
583,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Dish Washer,300W,SKU-80277
584,BSH Hausgeräte GmbH / Robert Bosch GmbH,ufesa,Refrigerator,0,SKU-39496
585,AB Electrolux / Investor AB,Electrolux,Dish Washer,200,SKU-22403
586,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Dryer,,SKU-32065
587,GlenDimplex,Creda,Kettle,325W,SKU-19415
588,Home Retail Group plc / J Sainsbury plc,Bush,Dish Washer,0,SKU-22736
589,Montpellier Domestic Appliances Ltd,Montpellier,Freezer,0,SKU-33754
590,BSH Hausgeräte GmbH / Robert Bosch GmbH,Viva,Freezer,0,SKU-57283
591,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Dryer,0,SKU-62065
592,Arçelik A.Ş. / Koç Holding,Grundig,Refrigerator,425W,SKU-6029
593,GlenDimplex,Valor,Dish Washer,0,SKU-11212
594,Gorenj,Atag,Dish Washer,415,SKU-31008
595,BSH Hausgeräte GmbH / Robert Bosch GmbH,Viva,Refrigerator,200,SKU-77049
596,AB Electrolux / Investor AB,AEG,Dish Washer,400W,SKU-97717
597,Gorenje,Sidex,Toaster,,SKU-40448
598,Whirlpool Corporation,KitchenAid,Stove,0,SKU-67502
599,AB Electrolux / Investor AB,Electrolux,Washer,,SKU-72058
600,GlenDimplex,Cadet,Toaster,300W,SKU-25485
601,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Dish Washer,,SKU-90566
602,"Indesit Company, Whirlpool Corporation",Elco,Kettle,0,SKU-17481
603,GlenDimplex,Technika,Toaster,,SKU-37092
604,AB Electrolux / Investor AB,Electrolux,Kettle,300W,SKU-9218
605,Whirlpool Corporation,Consul,Kettle,250W,SKU-66973
606,AB Electrolux / Investor AB,Parkinson Cowan,Toaster,425W,SKU-84475
607,AB Electrolux / Investor AB,Zanker,Dish Washer,0,SKU-67650
608,Candy Group,Hoover,Kettle,,SKU-3025
609,Home Retail Group plc / J Sainsbury plc,Bush,Freezer,0,SKU-21555
610,IKEA,IKEA,Washer,425W,SKU-75797
611,The Middleby Corporation,La Cornue,Refrigerator,500W,SKU-67644
612,Candy Group,Hoover,Refrigerator,,SKU-89769
613,Whirlpool Corporation,Whirlpool,Washer,0,SKU-68637
614,Whirlpool Corporation,Admiral,Dryer,,SKU-95758
615,Whirlpool Corporation,Whirlpool,Refrigerator,415,SKU-65911
616,Candy Group,Iberna,Washer,475W,SKU-53498
617,Mondragon Corporation,Mastercook,Dish Washer,,SKU-46205
618,Candy Group,Zerowatt,Stove,475W,SKU-65105
619,Candy Group,Hoover,Dryer,0,SKU-1919
620,Whirlpool Corporation,Admiral,Freezer,250W,39766
621,GlenDimplex,Stoves,Stove,,SKU-28231
622,Whirlpool Corporation,Kenmore,Freezer,120W,SKU-21628
623,GlenDimplex,Campo,Freezer,,SKU-51395
624,Candy Group,Jinling,Stove,415,SKU-13852
625,BSH Hausgeräte GmbH / Robert Bosch GmbH,Balay,Stove,0,SKU-69699
626,AB Electrolux / Investor AB,Prosdócimo,Washer,0,SKU-96271
627,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Dish Washer,,SKU-41027
628,AB Electrolux / Investor AB,Alpeninox,Dryer,475W,SKU-86089
629,Candy Group,Candy,Washer,250W,SKU-92096
630,AB Electrolux / Investor AB,Arthur Martin,Dryer,0,SKU-65293
631,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Dryer,,SKU-1714
632,AB Electrolux / Investor AB,Arthur Martin,Kettle,475W,SKU-66531
633,Mondragon Corporation,Brandt,Dryer,500W,SKU-95909
634,Smeg Group S.p.A,Smeg,Washer,0,SKU-91047
635,Amica Wronki S.A,Amica,Dryer,0,SKU-90945
636,AB Electrolux / Investor AB,Simpson,Freezer,120W,SKU-42846
637,AB Electrolux / Investor AB,Tappan,Refrigerator,,SKU-86344
638,Gorenje,Sidex,Washer,200,SKU-98804
639,Viking Range Corporation / The Middleby Corporation,Viking,Kettle,,SKU-57285
640,"Indesit Company, Whirlpool Corporation",Elco,Dish Washer,0,SKU-94665
641,Whirlpool Corporation,Admiral,Refrigerator,,SKU-25687
642,AB Electrolux / Investor A,Frigidaire,Freezer,400W,SKU-35567
643,Miele & Cie. KG,Miele,Kettle,,SKU-49444
644,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Toaster,425W,SKU-83187
645,GlenDimple,Belling,Refrigerator,415,SKU-59400
646,Whirlpool Corporation,KitchenAid,Freezer,250W,SKU-79292
647,BSH Hausgeräte GmbH / Robert Bosch GmbH,Balay,Toaster,0,SKU-12858
648,GlenDimplex,Creda,Dryer,300W,SKU-67325
649,Whirlpool Corporation,Gladiator GarageWorks,Dryer,425W,SKU-31394
650,Mondragon Corporation,De Dietrich,Stove,415,SKU-96503
651,AB Electrolux / Investor AB,Tricity Bendix,Kettle,120W,SKU-36632
652,Gorenje,Gorenje,Dryer,200,SKU-29845
653,Mondragon Corporation,Mastercook,Stove,400W,SKU-87290
654,AB Electrolux / Investor AB,Zanussi,Dryer,,SKU-36765
655,Miele & Cie. KG,Miele,Dryer,,SKU-40961
656,AB Electrolux / Investor AB,Tricity Bendix,Dryer,250W,SKU-86019
657,Whirlpool Corporation,KitchenAid India,Kettle,475W,SKU-9646
658,"Sub-Zero Group, Inc",Sub-Zero,Kettle,,SKU-24514
659,Arçelik A.Ş. / Koç Holding,Defy,Freezer,0,SKU-41146
660,AB Electrolux / Investor AB,Zanker,Freezer,425W,SKU-36293
661,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Kettle,415,SKU-20213
662,BSH Hausgeräte GmbH / Robert Bosch GmbH,Zelmer,Stove,0,SKU-63411
663,GlenDimplex,Campo,Stove,200,SKU-20834
664,GlenDimplex,Cadet,Stove,500W,SKU-56063
665,Whirlpool Corporation,KitchenAid India,Washer,0,SKU-78929
666,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Toaster,500W,SKU-76384
667,Whirlpool Corporation,Maytag,Washer,250W,SKU-25053
668,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Kettle,,SKU-30551
669,AB Electrolux / Investor AB,Lehel,Stove,,SKU-79915
670,GlenDimplex,Faber,Dish Washer,,SKU-3606
671,GlenDimplex,Technika,Dryer,,SKU-33491
672,AB Electrolux / Investor AB,Mademsa,Stove,325W,SKU-73961
673,Gorenje,Körting,Toaster,,SKU-6980
674,AB Electrolux / Investor AB,Voss,Dish Washer,400W,SKU-73285
675,Fhiaba S.r.l,Fhibia,Freezer,120W,SKU-40043
676,"Indesit Company, Whirlpool Corporation",Scholtès,Refrigerator,0,SKU-4577
677,"Indesit Company, Whirlpool Corporation",Elco,Dish Washer,,SKU-5122
678,Whirlpool Corporation,Diqua,Kettle,300W,SKU-68794
679,Meneghetti S.p.A,Fulgor Milano,Stove,300W,SKU-27822
680,AB Electrolux / Investor AB,Atlas,Stove,0,SKU-82258
681,Gorenje,Gorenje,Stove,475W,SKU-85021
682,Liebherr Group,Liebherr,Freezer,250W,SKU-30683
683,AB Electrolux / Investor AB,Voss,Kettle,415,SKU-68190
684,Whirlpool Corporation,Kenmore,Kettle,,SKU-35391
685,Mondragon Corporation,Fagor,Toaster,475W,SKU-13767
686,Smeg Group S.p.A,Smeg,Washer,425W,SKU-14664
687,GlenDimplex,Dimplex,Toaster,,SKU-54576
688,"Sub-Zero Group, Inc",Sub-Zero,Stove,250W,SKU-65466
689,AB Electrolux / Investor A,Chef,Toaster,200,SKU-3841
690,The Meyer Corporatio,Hestan,Toaster,200,SKU-69244
691,GlenDimplex,Britannia,Dryer,415,SKU-52450
692,AB Electrolux / Investor AB,Alpeninox,Freezer,475W,SKU-15776
693,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Kettle,,SKU-6621
694,"Indesit Company, Whirlpool Corporation",Termogamma,Stove,300W,SKU-90403
695,Arçelik A.Ş. / Koç Holding,Altus,Dryer,,SKU-80599
696,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Washer,0,SKU-66281
697,Hisense Kelon Electrical Holdings Ltd. / Hisense Group,Kelon (科龙),Stove,0,SKU-36577
698,Whirlpool Corporation,Gladiator GarageWorks,Dryer,,SKU-94958
699,Whirlpool Corporation,Estate,Freezer,200,SKU-50280
700,AB Electrolux / Investor A,Chef,Dish Washer,0,SKU-19402
701,AB Electrolux / Investor AB,REX-Electrolux,Toaster,325W,SKU-58069
702,"Indesit Company, Whirlpool Corporation",Elco,Dish Washer,500W,SKU-64414
703,Fnac,ProLine,Toaster,0,SKU-26758
704,Samsung Group,Samsung,Dish Washer,,SKU-55462
705,Candy Group,Süsler,Washer,300W,SKU-7531
706,Meneghetti S.p.A,Fulgor Milano,Stove,0,SKU-89096
707,Arçelik A.Ş. / Koç Holdin,Beko,Toaster,200,SKU-5396
708,Whirlpool Corporation,Admiral,Refrigerator,250W,SKU-87214
709,GlenDimplex,Dimplex,Kettle,0,SKU-59424
710,GlenDimplex,Valor,Freezer,,SKU-89721
711,Arçelik A.Ş. / Koç Holding,Defy,Washer,,SKU-48735
712,AB Electrolux / Investor AB,Gibson,Dryer,415,SKU-35368
713,AB Electrolux / Investor AB,Westinghouse,Kettle,425W,SKU-32097
714,Arçelik A.Ş. / Koç Holding,Flavel,Dryer,415,SKU-1484
715,GlenDimplex,Stoves,Dryer,250W,SKU-68136
716,Thermador / BSH Hausgeräte GmbH / Robert Bosch GmbH,Thermador,Toaster,425W,SKU-90634
717,Hisense Kelon Electrical Holdings Ltd. / Hisense Group,Kelon (科龙),Kettle,,SKU-17005
718,Whirlpool Corporatio,Ariston,Dryer,475W,SKU-55554
719,Miele & Cie. KG,Miele,Toaster,500W,SKU-86040
720,Whirlpool Corporation,Acros,Dryer,425W,SKU-57841
721,AB Electrolux / Investor AB,Zanker,Kettle,,SKU-70354
722,Home Retail Group plc / J Sainsbury plc,Bush,Freezer,,SKU-98779
723,Candy Group,Otsein Hoover,Freezer,,SKU-39143
724,IKEA,IKEA,Refrigerator,325W,SKU-65328
725,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Freezer,475W,SKU-44388
726,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Refrigerator,,SKU-27470
727,Whirlpool Corporation,Whirlpool,Dish Washer,400W,SKU-91772
728,Candy Group,Iberna,Dryer,,SKU-22507
729,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Dish Washer,500W,SKU-4470
730,Gorenje,Pelgrim,Freezer,0,SKU-92064
731,AB Electrolux / Investor AB,Alpeninox,Freezer,0,SKU-82360
732,GlenDimple,Belling,Dryer,0,SKU-2847
733,Asko Appliances AB / Gorenje,Asko,Dish Washer,250W,SKU-78903
734,AB Electrolux / Investor AB,Lehel,Kettle,120W,SKU-3516
735,Whirlpool Corporation,KitchenAid India,Toaster,200,SKU-88615
736,Whirlpool Corporation,Polar,Refrigerator,415,SKU-93050
737,GlenDimplex,Nobo,Toaster,120W,SKU-65091
738,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Servis,Toaster,325W,SKU-85396
739,AB Electrolux / Investor AB,Kelvinator,Toaster,500W,SKU-47859
740,GlenDimplex,Creda,Washer,,SKU-48815
741,Whirlpool Corporation,Kenmore,Dish Washer,,SKU-33465
742,Asko Appliances AB / Gorenje,Asko,Washer,250W,SKU-26611
743,Gorenje,Pelgrim,Kettle,,SKU-90950
744,BSH Hausgeräte GmbH / Robert Bosch GmbH,Zelmer,Stove,400W,SKU-36408
745,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Dryer,400W,SKU-5173
746,Whirlpool Corporation,KitchenAid India,Dryer,415,SKU-41513
747,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Kettle,200,SKU-42479
748,"Indesit Company, Whirlpool Corporation",Elco,Dryer,500W,SKU-62752
749,Home Retail Group plc / J Sainsbury plc,Bush,Kettle,120W,SKU-55702
750,Dayou Group,Daewoo,Toaster,250W,SKU-83273
751,"Sub-Zero Group, Inc",Wolf,Washer,250W,SKU-49494
752,GlenDimplex,Dimplex,Dish Washer,475W,SKU-60693
753,Gorenje,Körting,Dryer,,SKU-47518
754,Whirlpool Corporation,Brastemp,Freezer,,SKU-54525
755,Dayou Winia / Dayou Group,PRAUD,Stove,200,SKU-28622
